   1479079;     78470;         2;      72879
   1479079;     78694;         2;      72879
   1634217;     91247;         2;      83996
   1634217;     91301;         2;      83996
  40001234;     86773;         1;      79876
  40001234;     86534;         1;      79876
  40001234;     86746;         1;      79876
   1639777;     94828;         1;      87049
   1639777;     94768;         1;      87049
   1639777;     94826;         1;      87049
  40021897;     98731;         2;      91479
  40021897;     99765;         2;      91479
   1322990;    138971;         2;     125786
   1322990;    139047;         2;     125786
